"","lngdp","treated","fips","year_qtr","state"
"1",11.178990008001,0,1,1990,"Alabama"
"2",11.1943476636553,0,1,1990.25,"Alabama"
"3",11.2094730247261,0,1,1990.5,"Alabama"
"4",11.2243730138488,0,1,1990.75,"Alabama"
"5",11.2390542487436,0,1,1991,"Alabama"
"6",11.2560603026866,0,1,1991.25,"Alabama"
"7",11.2727819801418,0,1,1991.5,"Alabama"
"8",11.289228635626,0,1,1991.75,"Alabama"
"9",11.3054091695417,0,1,1992,"Alabama"
"10",11.3155197115572,0,1,1992.25,"Alabama"
"11",11.3255290528535,0,1,1992.5,"Alabama"
"12",11.3354391992918,0,1,1992.75,"Alabama"
"13",11.3452520976821,0,1,1993,"Alabama"
"14",11.3614831974143,0,1,1993.25,"Alabama"
"15",11.3774550508008,0,1,1993.5,"Alabama"
"16",11.3931758092837,0,1,1993.75,"Alabama"
"17",11.4086532457918,0,1,1994,"Alabama"
"18",11.4244029467816,0,1,1994.25,"Alabama"
"19",11.4399084359831,0,1,1994.5,"Alabama"
"20",11.455177171303,0,1,1994.75,"Alabama"
"21",11.470216274148,0,1,1995,"Alabama"
"22",11.481442537787,0,1,1995.25,"Alabama"
"23",11.4925441702784,0,1,1995.5,"Alabama"
"24",11.5035239085128,0,1,1995.75,"Alabama"
"25",11.5143844002065,0,1,1996,"Alabama"
"26",11.5244982413228,0,1,1996.25,"Alabama"
"27",11.5345108159953,0,1,1996.5,"Alabama"
"28",11.5444241320296,0,1,1996.75,"Alabama"
"29",11.5542401381044,0,1,1997,"Alabama"
"30",11.5666273563578,0,1,1997.25,"Alabama"
"31",11.5788630070215,0,1,1997.5,"Alabama"
"32",11.590950754408,0,1,1997.75,"Alabama"
"33",11.602894131532,0,1,1998,"Alabama"
"34",11.6156106551341,0,1,1998.25,"Alabama"
"35",11.6281674972324,0,1,1998.5,"Alabama"
"36",11.6405686183898,0,1,1998.75,"Alabama"
"37",11.6528178336221,0,1,1999,"Alabama"
"38",11.655531186058,0,1,1999.25,"Alabama"
"39",11.6582371961303,0,1,1999.5,"Alabama"
"40",11.6609359034689,0,1,1999.75,"Alabama"
"41",11.6636273473837,0,1,2000,"Alabama"
"42",11.6722470383684,0,1,2000.25,"Alabama"
"43",11.680793064794,0,1,2000.5,"Alabama"
"44",11.6892666750851,0,1,2000.75,"Alabama"
"45",11.6976690861966,0,1,2001,"Alabama"
"46",11.708574481975,0,1,2001.25,"Alabama"
"47",11.7193622319175,0,1,2001.5,"Alabama"
"48",11.7300348472498,0,1,2001.75,"Alabama"
"49",11.7405947596408,0,1,2002,"Alabama"
"50",11.7536063346066,0,1,2002.25,"Alabama"
"51",11.7664507807705,0,1,2002.5,"Alabama"
"52",11.7791323371552,0,1,2002.75,"Alabama"
"53",11.791655083524,0,1,2003,"Alabama"
"54",11.8089495211226,0,1,2003.25,"Alabama"
"55",11.8259499388539,0,1,2003.5,"Alabama"
"56",11.8426661669939,0,1,2003.75,"Alabama"
"57",11.8591075509146,0,1,2004,"Alabama"
"58",11.8800481407902,0,1,2004.25,"Alabama"
"59",11.9005592015802,0,1,2004.5,"Alabama"
"60",11.9206580005208,0,1,2004.75,"Alabama"
"61",11.9403607841072,0,1,2005,"Alabama"
"62",11.9572265968636,0,1,2005.25,"Alabama"
"63",11.9667806572265,0,1,2005.5,"Alabama"
"64",11.9847586695219,0,1,2005.75,"Alabama"
"65",11.9949441237942,0,1,2006,"Alabama"
"66",12.0074631576527,0,1,2006.25,"Alabama"
"67",12.0165451884859,0,1,2006.5,"Alabama"
"68",12.0227205579217,0,1,2006.75,"Alabama"
"69",12.0246766602627,0,1,2007,"Alabama"
"70",12.0391971812771,0,1,2007.25,"Alabama"
"71",12.0520819529043,0,1,2007.5,"Alabama"
"72",12.0561563214849,0,1,2007.75,"Alabama"
"73",12.0549066736938,0,1,2008,"Alabama"
"74",12.0672013064501,0,1,2008.25,"Alabama"
"75",12.0683496231442,0,1,2008.5,"Alabama"
"76",12.0453579697403,0,1,2008.75,"Alabama"
"77",12.0359246888679,0,1,2009,"Alabama"
"78",12.0314454113689,0,1,2009.25,"Alabama"
"79",12.0327663290631,0,1,2009.5,"Alabama"
"80",12.034216138584,0,1,2009.75,"Alabama"
"81",12.0450173502794,0,1,2010,"Alabama"
"82",12.0642901632384,0,1,2010.25,"Alabama"
"83",12.0844528840453,0,1,2010.5,"Alabama"
"84",12.0891623539219,0,1,2010.75,"Alabama"
"85",12.0833285742615,0,1,2011,"Alabama"
"86",12.0989272045071,0,1,2011.25,"Alabama"
"87",12.1113003210557,0,1,2011.5,"Alabama"
"88",12.1235928037899,0,1,2011.75,"Alabama"
"89",12.1301954168571,0,1,2012,"Alabama"
"90",12.1390938159271,0,1,2012.25,"Alabama"
"91",12.1292131992331,0,1,2012.5,"Alabama"
"92",12.1328619629994,0,1,2012.75,"Alabama"
"93",12.15180651559,0,1,2013,"Alabama"
"94",12.1496980420777,0,1,2013.25,"Alabama"
"95",12.1606829432314,0,1,2013.5,"Alabama"
"96",12.163572159798,0,1,2013.75,"Alabama"
"97",12.1540685722834,0,1,2014,"Alabama"
"98",12.1704713742872,0,1,2014.25,"Alabama"
"99",12.188748444397,0,1,2014.5,"Alabama"
"100",12.1886416038005,0,1,2014.75,"Alabama"
"101",12.194217651958,0,1,2015,"Alabama"
"102",12.206887313598,0,1,2015.25,"Alabama"
"103",12.215730854512,0,1,2015.5,"Alabama"
"104",12.2157159985774,0,1,2015.75,"Alabama"
"105",12.2203453048169,0,1,2016,"Alabama"
"106",10.128229825214,0,2,1990,"Alaska"
"107",10.1003179288578,0,2,1990.25,"Alaska"
"108",10.0716045336631,0,2,1990.5,"Alaska"
"109",10.0420422447388,0,2,1990.75,"Alaska"
"110",10.011579334887,0,2,1991,"Alaska"
"111",10.0168385590226,0,2,1991.25,"Alaska"
"112",10.0220702683631,0,2,1991.5,"Alaska"
"113",10.0272747493102,0,2,1991.75,"Alaska"
"114",10.0324522838171,0,2,1992,"Alaska"
"115",10.0382697251092,0,2,1992.25,"Alaska"
"116",10.044053519423,0,2,1992.5,"Alaska"
"117",10.049804053737,0,2,1992.75,"Alaska"
"118",10.0555217083916,0,2,1993,"Alaska"
"119",10.0589623553255,0,2,1993.25,"Alaska"
"120",10.0623912047874,0,2,1993.5,"Alaska"
"121",10.0658083374046,0,2,1993.75,"Alaska"
"122",10.0692138329804,0,2,1994,"Alaska"
"123",10.0885553349981,0,2,1994.25,"Alaska"
"124",10.1075298305479,0,2,1994.5,"Alaska"
"125",10.1261509886135,0,2,1994.75,"Alaska"
"126",10.1444317284758,0,2,1995,"Alaska"
"127",10.1570051077053,0,2,1995.25,"Alaska"
"128",10.1694223581052,0,2,1995.5,"Alaska"
"129",10.1816873095984,0,2,1995.75,"Alaska"
"130",10.1938036528886,0,2,1996,"Alaska"
"131",10.1816589162368,0,2,1996.25,"Alaska"
"132",10.1693648697705,0,2,1996.5,"Alaska"
"133",10.1569177964552,0,2,1996.75,"Alaska"
"134",10.1443138387026,0,2,1997,"Alaska"
"135",10.1303043492166,0,2,1997.25,"Alaska"
"136",10.116095801935,0,2,1997.5,"Alaska"
"137",10.1016824584864,0,2,1997.75,"Alaska"
"138",10.0870583287305,0,2,1998,"Alaska"
"139",10.0938392810253,0,2,1998.25,"Alaska"
"140",10.1005745615306,0,2,1998.5,"Alaska"
"141",10.1072647813594,0,2,1998.75,"Alaska"
"142",10.113910539441,0,2,1999,"Alaska"
"143",10.1420122058886,0,2,1999.25,"Alaska"
"144",10.1693457062579,0,2,1999.5,"Alaska"
"145",10.195951921557,0,2,1999.75,"Alaska"
"146",10.2218685537372,0,2,2000,"Alaska"
"147",10.2168465091216,0,2,2000.25,"Alaska"
"148",10.2117991162202,0,2,2000.5,"Alaska"
"149",10.2067261178482,0,2,2000.75,"Alaska"
"150",10.2016272528867,0,2,2001,"Alaska"
"151",10.2269197794441,0,2,2001.25,"Alaska"
"152",10.2515883432547,0,2,2001.5,"Alaska"
"153",10.2756629906963,0,2,2001.75,"Alaska"
"154",10.2991716487892,0,2,2002,"Alaska"
"155",10.3133927886703,0,2,2002.25,"Alaska"
"156",10.327414520232,0,2,2002.5,"Alaska"
"157",10.3412423584256,0,2,2002.75,"Alaska"
"158",10.3548815925327,0,2,2003,"Alaska"
"159",10.3906708869292,0,2,2003.25,"Alaska"
"160",10.4252234423097,0,2,2003.5,"Alaska"
"161",10.458621885163,0,2,2003.75,"Alaska"
"162",10.490940828537,0,2,2004,"Alaska"
"163",10.5015064117545,0,2,2004.25,"Alaska"
"164",10.5119615295381,0,2,2004.5,"Alaska"
"165",10.5223084678874,0,2,2004.75,"Alaska"
"166",10.5325494425673,0,2,2005,"Alaska"
"167",10.5689294620039,0,2,2005.25,"Alaska"
"168",10.6137622167567,0,2,2005.5,"Alaska"
"169",10.6721595581823,0,2,2005.75,"Alaska"
"170",10.6659742111747,0,2,2006,"Alaska"
"171",10.7066767732973,0,2,2006.25,"Alaska"
"172",10.7221434045835,0,2,2006.5,"Alaska"
"173",10.7329123513886,0,2,2006.75,"Alaska"
"174",10.7505996813906,0,2,2007,"Alaska"
"175",10.7988406131954,0,2,2007.25,"Alaska"
"176",10.8170946867811,0,2,2007.5,"Alaska"
"177",10.8454070440441,0,2,2007.75,"Alaska"
"178",10.8776886376951,0,2,2008,"Alaska"
"179",10.9431633769809,0,2,2008.25,"Alaska"
"180",10.9727740118224,0,2,2008.5,"Alaska"
"181",10.8973317426253,0,2,2008.75,"Alaska"
"182",10.8474518154988,0,2,2009,"Alaska"
"183",10.8206578974373,0,2,2009.25,"Alaska"
"184",10.8072400077122,0,2,2009.5,"Alaska"
"185",10.8401101833822,0,2,2009.75,"Alaska"
"186",10.8667572856043,0,2,2010,"Alaska"
"187",10.8903485777796,0,2,2010.25,"Alaska"
"188",10.9094544410521,0,2,2010.5,"Alaska"
"189",10.9292602950273,0,2,2010.75,"Alaska"
"190",10.9212693232897,0,2,2011,"Alaska"
"191",10.9850384532759,0,2,2011.25,"Alaska"
"192",10.9886261439124,0,2,2011.5,"Alaska"
"193",11.0270200701645,0,2,2011.75,"Alaska"
"194",11.0144565154136,0,2,2012,"Alaska"
"195",11.0262069165475,0,2,2012.25,"Alaska"
"196",11.0188422352038,0,2,2012.5,"Alaska"
"197",11.0077173666549,0,2,2012.75,"Alaska"
"198",11.0136001253744,0,2,2013,"Alaska"
"199",10.9908366489255,0,2,2013.25,"Alaska"
"200",11.0064735957133,0,2,2013.5,"Alaska"
"201",10.9843770495497,0,2,2013.75,"Alaska"
"202",10.979564483399,0,2,2014,"Alaska"
"203",10.981403814946,0,2,2014.25,"Alaska"
"204",10.9748827949107,0,2,2014.5,"Alaska"
"205",10.9501045460859,0,2,2014.75,"Alaska"
"206",10.8927684892377,0,2,2015,"Alaska"
"207",10.907367827563,0,2,2015.25,"Alaska"
"208",10.8817948781606,0,2,2015.5,"Alaska"
"209",10.8528648373981,0,2,2015.75,"Alaska"
"210",10.820597948394,0,2,2016,"Alaska"
"211",11.1652385785814,0,4,1990,"Arizona"
"212",11.1748409292931,0,4,1990.25,"Arizona"
"213",11.1843519511424,0,4,1990.5,"Arizona"
"214",11.193773365049,0,4,1990.75,"Arizona"
"215",11.2031068437452,0,4,1991,"Arizona"
"216",11.234388118431,0,4,1991.25,"Arizona"
"217",11.2647204830606,0,4,1991.5,"Arizona"
"218",11.2941598166389,0,4,1991.75,"Arizona"
"219",11.32275720315,0,4,1992,"Arizona"
"220",11.3425700277437,0,4,1992.25,"Arizona"
"221",11.3619979185965,0,4,1992.5,"Arizona"
"222",11.3810555484724,0,4,1992.75,"Arizona"
"223",11.3997567668646,0,4,1993,"Arizona"
"224",11.4302881441974,0,4,1993.25,"Arizona"
"225",11.4599149074563,0,4,1993.5,"Arizona"
"226",11.4886891232725,0,4,1993.75,"Arizona"
"227",11.5166584885593,0,4,1994,"Arizona"
"228",11.5401222565587,0,4,1994.25,"Arizona"
"229",11.5630480743734,0,4,1994.5,"Arizona"
"230",11.5854600571534,0,4,1994.75,"Arizona"
"231",11.6073807339879,0,4,1995,"Arizona"
"232",11.6290359916518,0,4,1995.25,"Arizona"
"233",11.6502322219297,0,4,1995.5,"Arizona"
"234",11.6709884816174,0,4,1995.75,"Arizona"
"235",11.691322664872,0,4,1996,"Arizona"
"236",11.7185117861961,0,4,1996.25,"Arizona"
"237",11.744981184671,0,4,1996.5,"Arizona"
"238",11.7707679832733,0,4,1996.75,"Arizona"
"239",11.7959065048634,0,4,1997,"Arizona"
